l_rate,num_hidden_neurons,weights_distr,batch_size,act_f,lambda,optimizer,k,score
0.001,"[200, 200]",gaussian,124,softplus,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,1.7113782864985645
0.001,"[100, 100]",gaussian,124,relu,0.01,"('nesterov', 0.9)",8,1.7116447805989905
0.005,"[150, 150]",gaussian,124,logistic,0.0,"('nesterov', 0.9)",5,1.7118509255035923
0.001,"[100, 100]",gaussian,1,relu,0.0,"('nesterov', 0.5)",8,1.7127443485302458
0.0005,"[150, 150]",gaussian,124,tanh,0.0,"('nesterov', 0.9)",5,1.7134182720961015
0.0001,"[100, 100]",gaussian,2,relu,0.0,"('nesterov', 0.5)",8,1.71401389737165
0.001,"[100, 100]",gaussian,4,relu,0.0,"('nesterov', 0.9)",5,1.7140810002657425
0.001,"[100, 100]",gaussian,2,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,1.7144161768867263
0.005,"[150, 150]",gaussian,8,relu,0.0,"('trivial', 0.5)",5,1.7151272679056704
0.001,"[100, 100]",gaussian,124,relu,0.01,"('adam', 0.9, 0.999, 1e-08)",8,1.7151652182317527
0.0005,"[200, 200]",gaussian,1,logistic,0.0,"('trivial', 0.0)",5,1.7153764516707457
0.0005,"[100, 100]",gaussian,8,relu,0.0001,"('trivial', 0.0)",5,1.7156541160946277
0.001,"[100, 100]",gaussian,4,relu,0.0001,"('nesterov', 0.9)",5,1.7156963634620097
0.0001,"[100, 100]",uniform,4,relu,0.0,"('trivial', 0.5)",8,1.7159971599970558
0.0005,"[150, 150]",gaussian,124,tanh,0.0001,"('nesterov', 0.9)",5,1.7160976710352769
0.005,"[200, 200]",gaussian,512,relu,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,1.7163361381808817
0.0005,"[150, 150]",gaussian,4,logistic,0.0001,"('trivial', 0.9)",5,1.7170210222255755
0.005,"[200, 200]",gaussian,512,tanh,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,1.7185811631129442
0.0005,"[100, 100]",gaussian,124,relu,0.0001,"('nesterov', 0.9)",5,1.718972231909341
0.0005,"[200, 200]",gaussian,8,tanh,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,1.7191893741489412
0.005,"[150, 150]",gaussian,8,relu,0.0001,"('trivial', 0.5)",5,1.7193576589496964
0.0005,"[200, 200]",gaussian,512,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7200222981768258
0.0005,"[150, 150]",gaussian,4,relu,0.0001,"('nesterov', 0.9)",5,1.7200550624470965
0.0005,"[100, 100]",gaussian,8,tanh,0.0,"('trivial', 0.0)",5,1.720111019916534
0.001,"[100, 100]",uniform,32,relu,0.01,"('adam', 0.9, 0.999, 1e-08)",8,1.720115208505066
0.005,"[100, 100]",gaussian,512,tanh,0.0,"('nesterov', 0.9)",5,1.7206449499817218
0.001,"[150, 150]",gaussian,512,relu,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,1.7212222400981003
0.0005,"[200, 200]",gaussian,124,tanh,0.0001,"('nesterov', 0.9)",5,1.7213026322036846
0.001,"[150, 150]",gaussian,8,tanh,0.0,"('trivial', 0.0)",5,1.7217703142687313
0.005,"[200, 200]",gaussian,124,tanh,0.0,"('nesterov', 0.5)",5,1.7221776929361483
0.005,"[150, 150]",gaussian,124,tanh,0.0,"('trivial', 0.5)",5,1.7223004771219046
0.0005,"[200, 200]",gaussian,8,tanh,0.0001,"('trivial', 0.0)",5,1.7225540443130618
0.001,"[100, 100]",gaussian,4,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7227121094083386
0.001,"[200, 200]",gaussian,124,tanh,0.0,"('nesterov', 0.9)",5,1.7227468255888825
0.005,"[100, 100]",gaussian,1,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7227596732957033
0.005,"[150, 150]",gaussian,1,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7228037654935826
0.001,"[100, 100]",gaussian,8,tanh,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,1.7234993148420876
0.001,"[200, 200]",gaussian,4,logistic,0.0001,"('trivial', 0.5)",5,1.7236303860143718
0.0005,"[150, 150]",gaussian,8,relu,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,1.7240239856350448
0.005,"[100, 100]",gaussian,124,logistic,0.0,"('trivial', 0.9)",5,1.7249664256980708
0.001,"[150, 150]",gaussian,124,relu,0.0001,"('trivial', 0.9)",5,1.7249806424987864
0.001,"[200, 200]",gaussian,4,relu,0.0001,"('trivial', 0.5)",5,1.7252832424098354
0.0001,"[100, 100]",uniform,32,relu,0.0,"('trivial', 0.9)",8,1.7255104981133993
0.0001,"[100, 100]",uniform,32,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,1.7256924343362798
0.0005,"[150, 150]",gaussian,124,tanh,0.0,"('trivial', 0.9)",5,1.7257668179127812
0.0005,"[100, 100]",gaussian,124,relu,0.0,"('trivial', 0.9)",5,1.7259398232666832
0.005,"[150, 150]",gaussian,1772,tanh,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,1.7261148820661192
0.0005,"[200, 200]",gaussian,124,tanh,0.0,"('nesterov', 0.9)",5,1.7262850806469114
0.001,"[100, 100]",gaussian,124,tanh,0.0,"('nesterov', 0.9)",8,1.7263314051171137
0.005,"[150, 150]",gaussian,124,tanh,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,1.7264899528795277
0.001,"[100, 100]",uniform,32,tanh,0.001,"('nesterov', 0.5)",8,1.7267241823433328
0.001,"[150, 150]",gaussian,512,tanh,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,1.7267841479223158
0.001,"[100, 100]",uniform,32,tanh,0.0,"('nesterov', 0.5)",8,1.7270948931575525
0.001,"[100, 100]",gaussian,124,tanh,0.0,"('trivial', 0.9)",5,1.7272180292537342
0.001,"[200, 200]",gaussian,8,relu,0.0,"('trivial', 0.5)",5,1.727234659073509
0.001,"[150, 150]",gaussian,512,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7272730344556682
0.001,"[200, 200]",gaussian,124,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7276716383734751
0.001,"[100, 100]",gaussian,4,logistic,0.0,"('nesterov', 0.5)",8,1.7278298732393325
0.0005,"[150, 150]",gaussian,8,tanh,0.0,"('trivial', 0.0)",5,1.7283253629984734
0.0001,"[100, 100]",gaussian,32,relu,0.0,"('nesterov', 0.9)",8,1.7286741606687634
0.005,"[100, 100]",gaussian,8,relu,0.0,"('trivial', 0.0)",5,1.7288603609693958
0.0001,"[100, 100]",uniform,2,tanh,0.0,"('nesterov', 0.5)",8,1.7291294543850892
0.001,"[150, 150]",gaussian,1,relu,0.0,"('trivial', 0.0)",5,1.7291835777780555
0.0005,"[200, 200]",gaussian,124,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7294341373536977
0.0005,"[150, 150]",gaussian,1,relu,0.0,"('nesterov', 0.5)",5,1.7303770976391115
0.001,"[150, 150]",gaussian,124,relu,0.0,"('trivial', 0.9)",5,1.7313842237601629
0.001,"[100, 100]",uniform,124,relu,0.01,"('nesterov', 0.9)",8,1.7322409817929958
0.001,"[100, 100]",uniform,32,tanh,0.001,"('trivial', 0.5)",8,1.732624042209292
0.0001,"[100, 100]",gaussian,4,tanh,0.0,"('nesterov', 0.5)",8,1.7331187680196802
0.001,"[100, 100]",gaussian,32,relu,0.0,"('trivial', 0.0)",8,1.7331290225736535
0.0001,"[100, 100]",gaussian,32,relu,0.0,"('trivial', 0.9)",8,1.7336335743285978
0.0005,"[200, 200]",gaussian,1,relu,0.0001,"('trivial', 0.0)",5,1.7341339885962683
0.01,"[100, 100]",uniform,124,tanh,0.0,"('nesterov', 0.5)",8,1.7343084915002431
0.001,"[100, 100]",gaussian,4,logistic,0.0001,"('trivial', 0.5)",5,1.7343683906866612
0.001,"[150, 150]",gaussian,124,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7344897857015056
0.0005,"[200, 200]",gaussian,4,logistic,0.0001,"('trivial', 0.9)",5,1.7348158763082744
0.001,"[200, 200]",gaussian,4,relu,0.0,"('trivial', 0.0)",5,1.7352079231901674
0.0005,"[200, 200]",gaussian,4,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7352497458550906
0.001,"[150, 150]",gaussian,124,tanh,0.0,"('trivial', 0.9)",5,1.7352926805849052
0.0001,"[100, 100]",gaussian,2,tanh,0.0,"('nesterov', 0.5)",8,1.7359124923098854
0.0005,"[150, 150]",gaussian,124,tanh,0.0001,"('trivial', 0.9)",5,1.7361079324052724
0.001,"[150, 150]",gaussian,8,relu,0.0,"('trivial', 0.9)",5,1.7362671612699605
0.0005,"[150, 150]",gaussian,1,relu,0.0001,"('trivial', 0.5)",5,1.7365477705269563
0.005,"[200, 200]",gaussian,512,relu,0.0,"('nesterov', 0.5)",5,1.7372512704606144
0.005,"[150, 150]",gaussian,124,tanh,0.0001,"('nesterov', 0.5)",5,1.7372925160892674
0.001,"[200, 200]",gaussian,1,logistic,0.0001,"('trivial', 0.5)",5,1.7374291526994363
0.001,"[150, 150]",gaussian,124,tanh,0.0,"('nesterov', 0.9)",5,1.7376280704076343
0.0005,"[150, 150]",gaussian,4,relu,0.0001,"('nesterov', 0.5)",5,1.7382196330228488
0.001,"[100, 100]",gaussian,8,tanh,0.0,"('trivial', 0.0)",5,1.7383165346523899
0.001,"[100, 100]",gaussian,124,tanh,0.0001,"('trivial', 0.9)",5,1.7385408958181532
0.005,"[200, 200]",gaussian,124,tanh,0.0,"('trivial', 0.0)",5,1.7386824918453798
0.0005,"[150, 150]",gaussian,8,logistic,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,1.7387100952735897
0.0005,"[150, 150]",gaussian,1,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7389320867314797
0.001,"[200, 200]",gaussian,124,relu,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,1.7391525563990549
0.005,"[100, 100]",gaussian,124,tanh,0.0001,"('trivial', 0.5)",5,1.7393416486557691
0.001,"[100, 100]",gaussian,4,relu,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,1.7394455317582789
0.0005,"[200, 200]",gaussian,124,tanh,0.0,"('trivial', 0.9)",5,1.7398805463045919
0.0005,"[100, 100]",gaussian,8,relu,0.0,"('trivial', 0.0)",5,1.7406155624076265
0.001,"[200, 200]",gaussian,124,tanh,0.0,"('trivial', 0.9)",5,1.74100070532912
0.005,"[150, 150]",gaussian,124,tanh,0.0,"('trivial', 0.0)",5,1.7423959820154284
0.001,"[200, 200]",gaussian,124,logistic,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,1.7425870876350238
0.0005,"[150, 150]",gaussian,512,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7431451666497035
0.001,"[100, 100]",uniform,2,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,1.7432042046092628
0.001,"[100, 100]",uniform,2,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,1.7435104910487382
0.0001,"[100, 100]",gaussian,4,tanh,0.0,"('trivial', 0.5)",8,1.7439813965712958
0.001,"[200, 200]",gaussian,512,relu,0.0001,"('nesterov', 0.9)",5,1.744490699149949
0.001,"[100, 100]",uniform,124,relu,0.001,"('nesterov', 0.9)",8,1.744515023453515
0.005,"[100, 100]",gaussian,512,tanh,0.0,"('trivial', 0.9)",5,1.7449050660950327
0.0005,"[150, 150]",gaussian,1,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7449317230386108
0.001,"[200, 200]",gaussian,8,logistic,0.0001,"('trivial', 0.9)",5,1.7449735160897344
0.0001,"[100, 100]",gaussian,32,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,1.7453023733817712
0.0001,"[100, 100]",uniform,1,tanh,0.0,"('trivial', 0.0)",8,1.7454417450782045
0.0005,"[100, 100]",gaussian,124,tanh,0.0001,"('nesterov', 0.9)",5,1.745442956758509
0.001,"[100, 100]",uniform,32,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",8,1.7455539693191442
0.0005,"[100, 100]",gaussian,4,relu,0.0001,"('trivial', 0.0)",5,1.7464275979797668
0.001,"[150, 150]",gaussian,4,logistic,0.0001,"('nesterov', 0.5)",5,1.7466566457826296
0.001,"[150, 150]",gaussian,4,logistic,0.0,"('nesterov', 0.5)",5,1.746754159551746
0.001,"[150, 150]",gaussian,4,logistic,0.0,"('trivial', 0.5)",5,1.7470937148467558
0.001,"[150, 150]",gaussian,8,tanh,0.0001,"('trivial', 0.0)",5,1.7477012891028672
0.001,"[150, 150]",gaussian,124,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7478318299481532
0.0001,"[100, 100]",gaussian,1,tanh,0.0,"('trivial', 0.0)",8,1.747928069564506
0.001,"[100, 100]",gaussian,1,relu,0.0,"('trivial', 0.5)",8,1.7480631813151486
0.01,"[100, 100]",uniform,124,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,1.7487321888077427
0.005,"[150, 150]",gaussian,512,tanh,0.0,"('trivial', 0.9)",5,1.7487658890586164
0.005,"[200, 200]",gaussian,512,relu,0.0001,"('nesterov', 0.5)",5,1.7494936077115113
0.001,"[150, 150]",gaussian,124,tanh,0.0001,"('nesterov', 0.9)",5,1.7496186710038155
0.005,"[100, 100]",gaussian,4,relu,0.0,"('trivial', 0.0)",5,1.749925369824259
0.001,"[100, 100]",gaussian,4,logistic,0.0,"('trivial', 0.5)",8,1.7517815214314332
0.001,"[200, 200]",gaussian,512,relu,0.0001,"('trivial', 0.9)",5,1.7521534022645446
0.001,"[100, 100]",gaussian,8,relu,0.01,"('nesterov', 0.5)",8,1.752167517420672
0.005,"[150, 150]",gaussian,8,relu,0.0,"('trivial', 0.0)",5,1.7525283717979319
0.0005,"[200, 200]",gaussian,1,tanh,0.0001,"('nesterov', 0.9)",5,1.7526705993962848
0.0005,"[150, 150]",gaussian,1,logistic,0.0001,"('trivial', 0.5)",5,1.7527014898036115
0.0005,"[200, 200]",gaussian,4,relu,0.0001,"('nesterov', 0.5)",5,1.7527150747021698
0.001,"[100, 100]",uniform,8,logistic,0.0,"('trivial', 0.9)",8,1.752772255938248
0.0005,"[100, 100]",gaussian,124,tanh,0.0,"('trivial', 0.9)",5,1.7529420216696512
0.001,"[200, 200]",gaussian,4,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7535828405164433
0.01,"[100, 100]",gaussian,124,logistic,0.0,"('nesterov', 0.9)",8,1.7537010521562952
0.0005,"[150, 150]",gaussian,8,logistic,0.0001,"('nesterov', 0.9)",5,1.7538692996187633
0.005,"[200, 200]",gaussian,512,tanh,0.0,"('nesterov', 0.9)",5,1.753979108954781
0.001,"[200, 200]",gaussian,4,relu,0.0001,"('trivial', 0.0)",5,1.7541280031552131
0.01,"[100, 100]",uniform,32,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,1.7543972253604083
0.001,"[200, 200]",gaussian,512,relu,0.0,"('trivial', 0.9)",5,1.7545065273526632
0.0001,"[100, 100]",uniform,2,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,1.7545209487201536
0.0001,"[100, 100]",gaussian,4,relu,0.0,"('nesterov', 0.5)",8,1.7545879029648144
0.005,"[100, 100]",gaussian,8,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7547220668583656
0.005,"[200, 200]",gaussian,124,logistic,0.0,"('trivial', 0.9)",5,1.7550393186913424
0.0005,"[200, 200]",gaussian,1,logistic,0.0001,"('trivial', 0.5)",5,1.755049541728571
0.0005,"[200, 200]",gaussian,4,logistic,0.0,"('nesterov', 0.9)",5,1.7553709659568029
0.001,"[200, 200]",gaussian,8,logistic,0.0,"('nesterov', 0.9)",5,1.7556588373245905
0.0005,"[100, 100]",gaussian,8,logistic,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,1.7558534603166205
0.001,"[100, 100]",uniform,8,tanh,0.0,"('trivial', 0.0)",8,1.756265102674341
0.001,"[100, 100]",gaussian,1,relu,0.0001,"('trivial', 0.5)",5,1.7563956560306684
0.0005,"[100, 100]",gaussian,1,tanh,0.0001,"('nesterov', 0.9)",5,1.7566941041314514
0.005,"[200, 200]",gaussian,512,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.757134327044873
0.001,"[100, 100]",gaussian,8,relu,0.001,"('trivial', 0.0)",8,1.7573404244002715
0.001,"[100, 100]",gaussian,8,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7574386999623688
0.001,"[150, 150]",gaussian,1,logistic,0.0001,"('trivial', 0.0)",5,1.7576850111001374
0.001,"[100, 100]",gaussian,2,relu,0.001,"('trivial', 0.5)",8,1.7584655178290365
0.0005,"[200, 200]",gaussian,124,tanh,0.0001,"('trivial', 0.9)",5,1.7587091866194169
0.01,"[100, 100]",gaussian,4,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,1.7587552157979585
0.001,"[200, 200]",gaussian,8,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.758782054764956
0.001,"[100, 100]",gaussian,1,logistic,0.001,"('nesterov', 0.5)",8,1.7589054979113254
0.005,"[100, 100]",gaussian,1772,tanh,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,1.7592591473894719
0.0005,"[150, 150]",gaussian,4,logistic,0.0,"('trivial', 0.9)",5,1.7598096622519899
0.001,"[200, 200]",gaussian,124,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.759967336409721
0.0001,"[100, 100]",uniform,2,tanh,0.0,"('trivial', 0.5)",8,1.7600884464235032
0.001,"[100, 100]",uniform,1,logistic,0.001,"('trivial', 0.5)",8,1.7610782946664254
0.0001,"[100, 100]",uniform,1,logistic,0.0,"('trivial', 0.9)",8,1.7617532417745356
0.001,"[200, 200]",gaussian,4,relu,0.0,"('trivial', 0.5)",5,1.7619843117906122
0.005,"[150, 150]",gaussian,124,logistic,0.0,"('trivial', 0.9)",5,1.7629116730863523
0.0005,"[200, 200]",gaussian,1,logistic,0.0,"('trivial', 0.5)",5,1.7630719072289356
0.0001,"[100, 100]",gaussian,8,relu,0.0,"('trivial', 0.5)",8,1.7631390104264082
0.0005,"[150, 150]",gaussian,8,logistic,0.0,"('nesterov', 0.9)",5,1.7632154611634183
0.0005,"[100, 100]",gaussian,124,tanh,0.0,"('nesterov', 0.9)",5,1.7633576225873848
0.001,"[100, 100]",gaussian,1,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7639211976787412
0.001,"[100, 100]",uniform,32,tanh,0.01,"('nesterov', 0.9)",8,1.7642703341882695
0.005,"[200, 200]",gaussian,4,logistic,0.0,"('nesterov', 0.9)",5,1.7642837035626635
0.001,"[200, 200]",gaussian,4,logistic,0.0001,"('nesterov', 0.5)",5,1.764515685875417
0.005,"[100, 100]",gaussian,1772,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7651477308075627
0.0005,"[100, 100]",gaussian,1,logistic,0.0001,"('trivial', 0.0)",5,1.7655866675365508
0.005,"[150, 150]",gaussian,124,logistic,0.0001,"('trivial', 0.9)",5,1.7655989525073814
0.005,"[150, 150]",gaussian,4,logistic,0.0001,"('trivial', 0.0)",5,1.7656240055675263
0.005,"[200, 200]",gaussian,124,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7660354038952857
0.0005,"[200, 200]",gaussian,1,logistic,0.0,"('nesterov', 0.5)",5,1.7661029280581668
0.001,"[100, 100]",gaussian,1,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,1.7663120676056108
0.001,"[100, 100]",uniform,1,relu,0.0,"('trivial', 0.5)",8,1.7663287757773325
0.005,"[150, 150]",gaussian,124,tanh,0.0001,"('trivial', 0.0)",5,1.766401727108958
0.005,"[100, 100]",gaussian,124,relu,0.0,"('trivial', 0.5)",5,1.7668065742453134
0.001,"[100, 100]",gaussian,4,logistic,0.0,"('trivial', 0.5)",5,1.7670559045455163
0.0005,"[200, 200]",gaussian,4,relu,0.0,"('nesterov', 0.5)",5,1.7672320370383652
0.0001,"[100, 100]",gaussian,2,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,1.7673310526845376
0.0001,"[100, 100]",gaussian,8,relu,0.0,"('nesterov', 0.5)",8,1.767552874144663
0.001,"[100, 100]",gaussian,32,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,1.767638263071038
0.001,"[100, 100]",gaussian,4,relu,0.0,"('nesterov', 0.9)",8,1.7681854615481636
0.001,"[100, 100]",gaussian,124,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7685304697566042
0.0005,"[150, 150]",gaussian,4,relu,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,1.768718067155729
0.0005,"[200, 200]",gaussian,8,relu,0.0,"('trivial', 0.5)",5,1.7689167134743342
0.005,"[200, 200]",gaussian,124,logistic,0.0,"('nesterov', 0.9)",5,1.7690039017846098
0.005,"[100, 100]",gaussian,124,relu,0.0,"('trivial', 0.0)",5,1.769079913403074
0.001,"[100, 100]",gaussian,32,logistic,0.0,"('nesterov', 0.9)",8,1.7693632390810792
0.001,"[100, 100]",gaussian,8,relu,0.0,"('trivial', 0.0)",5,1.7701113048531478
0.0005,"[200, 200]",gaussian,8,logistic,0.0001,"('nesterov', 0.9)",5,1.7703744542337954
0.0005,"[200, 200]",gaussian,8,relu,0.0001,"('nesterov', 0.9)",5,1.7708161038058534
0.0005,"[150, 150]",gaussian,8,relu,0.0,"('trivial', 0.5)",5,1.7713086440624863
0.005,"[150, 150]",gaussian,4,logistic,0.0,"('trivial', 0.0)",5,1.771431015703356
0.005,"[200, 200]",gaussian,124,relu,0.0,"('trivial', 0.5)",5,1.7715116612725936
0.001,"[100, 100]",uniform,32,relu,0.001,"('trivial', 0.9)",8,1.7715248300717985
0.0005,"[100, 100]",gaussian,124,relu,0.0001,"('trivial', 0.9)",5,1.7717650474425668
0.0005,"[200, 200]",gaussian,8,relu,0.0,"('nesterov', 0.5)",5,1.7722850518739688
0.001,"[150, 150]",gaussian,8,logistic,0.0001,"('nesterov', 0.9)",5,1.77249494814237
0.005,"[150, 150]",gaussian,512,tanh,0.0001,"('nesterov', 0.9)",5,1.7729120993163712
0.005,"[150, 150]",gaussian,512,logistic,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,1.7729800315385478
0.001,"[100, 100]",uniform,8,tanh,0.01,"('trivial', 0.0)",8,1.773132183506677
0.001,"[100, 100]",gaussian,2,logistic,0.001,"('nesterov', 0.5)",8,1.7733584372967894
0.001,"[100, 100]",gaussian,2,tanh,0.01,"('trivial', 0.0)",8,1.7737719850424978
0.005,"[200, 200]",gaussian,124,logistic,0.0001,"('nesterov', 0.9)",5,1.7739705512391422
0.0005,"[150, 150]",gaussian,8,relu,0.0,"('trivial', 0.9)",5,1.7740082154838028
0.0005,"[200, 200]",gaussian,1,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7741113717876589
0.001,"[200, 200]",gaussian,124,tanh,0.0001,"('trivial', 0.9)",5,1.7743304868362366
0.0001,"[100, 100]",uniform,2,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,1.774518046883705
0.0005,"[200, 200]",gaussian,8,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7746403400871458
0.0005,"[150, 150]",gaussian,1,logistic,0.0001,"('nesterov', 0.5)",5,1.775506881791144
0.005,"[150, 150]",gaussian,512,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.775880813449623
0.001,"[100, 100]",uniform,124,relu,0.001,"('trivial', 0.9)",8,1.7760243739355528
0.001,"[100, 100]",gaussian,8,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7762932811051997
0.0005,"[200, 200]",gaussian,8,relu,0.0,"('nesterov', 0.9)",5,1.7766297343668824
0.005,"[200, 200]",gaussian,124,tanh,0.0001,"('trivial', 0.0)",5,1.7767317988668474
0.001,"[200, 200]",gaussian,8,relu,0.0,"('trivial', 0.0)",5,1.7772626072453692
0.001,"[200, 200]",gaussian,512,relu,0.0,"('nesterov', 0.9)",5,1.7781346431536005
0.001,"[150, 150]",gaussian,512,relu,0.0,"('trivial', 0.9)",5,1.7782368239260715
0.001,"[100, 100]",gaussian,8,relu,0.0,"('trivial', 0.0)",8,1.7788741426328545
0.01,"[100, 100]",gaussian,32,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,1.7790859344199013
0.001,"[100, 100]",uniform,2,logistic,0.0,"('trivial', 0.5)",8,1.7796426852072649
0.0005,"[150, 150]",gaussian,512,relu,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,1.7798089502440142
0.001,"[100, 100]",gaussian,8,relu,0.0001,"('trivial', 0.9)",5,1.7801646714240231
0.0005,"[150, 150]",gaussian,8,logistic,0.0001,"('trivial', 0.9)",5,1.7807567134262343
0.0005,"[200, 200]",gaussian,1,logistic,0.0001,"('trivial', 0.0)",5,1.780791630971014
0.0005,"[150, 150]",gaussian,8,tanh,0.0,"('nesterov', 0.5)",5,1.7809669116580955
0.001,"[100, 100]",uniform,1,relu,0.0,"('nesterov', 0.5)",8,1.7812477780035665
0.005,"[100, 100]",gaussian,8,relu,0.0,"('trivial', 0.5)",5,1.7813466520498749
0.0005,"[200, 200]",gaussian,8,logistic,0.0,"('trivial', 0.9)",5,1.7814756635359466
0.001,"[200, 200]",gaussian,1,logistic,0.0,"('trivial', 0.5)",5,1.7816108796621437
0.0001,"[100, 100]",uniform,4,relu,0.0,"('trivial', 0.0)",8,1.781856185262305
0.005,"[150, 150]",gaussian,1,tanh,0.0001,"('trivial', 0.0)",5,1.7818755011550649
0.001,"[100, 100]",gaussian,4,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,1.7820743699220851
0.001,"[100, 100]",gaussian,8,tanh,0.0,"('trivial', 0.5)",5,1.7821194437094952
0.001,"[100, 100]",gaussian,1,relu,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,1.782365910284377
0.0005,"[200, 200]",gaussian,8,relu,0.0001,"('trivial', 0.5)",5,1.7825706929594656
0.001,"[100, 100]",uniform,2,logistic,0.0,"('nesterov', 0.5)",8,1.7828246760805635
0.001,"[100, 100]",uniform,32,relu,0.0,"('nesterov', 0.5)",8,1.7829460436590985
0.0005,"[100, 100]",gaussian,8,tanh,0.0001,"('trivial', 0.5)",5,1.7830343697148414
0.0001,"[100, 100]",gaussian,32,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,1.7830591938281228
0.005,"[200, 200]",gaussian,1,logistic,0.0,"('nesterov', 0.5)",5,1.7836852942465231
0.001,"[100, 100]",uniform,2,tanh,0.01,"('trivial', 0.0)",8,1.7838530594174558
0.0005,"[100, 100]",gaussian,124,relu,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,1.7838890177990308
0.001,"[100, 100]",gaussian,124,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,1.7841230136026844
0.0005,"[150, 150]",gaussian,1,logistic,0.0,"('trivial', 0.5)",5,1.7843231851004515
0.001,"[200, 200]",gaussian,124,relu,0.0,"('trivial', 0.5)",5,1.7843804542658206
0.001,"[100, 100]",gaussian,4,logistic,0.0001,"('nesterov', 0.5)",5,1.7844717687151288
0.0001,"[100, 100]",uniform,8,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,1.7845773006499634
0.005,"[150, 150]",gaussian,4,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",5,1.7848825933001116
0.0005,"[150, 150]",gaussian,8,relu,0.0001,"('nesterov', 0.9)",5,1.7849607248014092
