l_rate,num_hidden_neurons,weights_distr,batch_size,act_f,lambda,optimizer,k,score
0.0001,"[20, 20]",gaussian,4,softplus,0.1,"('trivial', 0.5)",8,3.222582828241273
0.001,"[20, 20]",uniform,4,softplus,0.001,"('trivial', 0.9)",8,3.2229665384460815
0.0001,[100],gaussian,2,tanh,0.1,"('nesterov', 0.9)",8,3.2236734460447307
0.01,[100],uniform,1,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.2243737510979584
0.001,"[200, 200]",gaussian,1772,tanh,0.0,"('trivial', 0.5)",5,3.2251824129213404
0.001,"[100, 100]",gaussian,512,softplus,0.0001,"('nesterov', 0.5)",5,3.22908685538413
0.0001,[100],uniform,2,tanh,0.1,"('trivial', 0.9)",8,3.2294577866348013
0.0001,"[20, 20]",uniform,1,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.2297762444012035
0.001,[20],gaussian,1,tanh,0.001,"('trivial', 0.9)",8,3.230479340529149
0.0001,[100],gaussian,2,tanh,0.1,"('trivial', 0.9)",8,3.230692555084904
0.01,[100],gaussian,4,tanh,0.0,"('nesterov', 0.5)",8,3.230792211059687
0.0001,"[20, 20]",gaussian,8,softplus,0.1,"('nesterov', 0.9)",8,3.230839531062074
0.0001,"[20, 20]",uniform,2,softplus,0.1,"('nesterov', 0.5)",8,3.2315454043013694
0.0001,"[20, 20]",gaussian,2,softplus,0.1,"('nesterov', 0.5)",8,3.2325885798369414
0.01,[100],gaussian,1,logistic,0.0,"('nesterov', 0.5)",8,3.232817473128484
0.0001,"[20, 20]",uniform,4,softplus,0.1,"('trivial', 0.9)",8,3.234711450489422
0.005,"[150, 150]",gaussian,1772,logistic,0.0001,"('nesterov', 0.5)",5,3.2352311173062582
0.005,"[150, 150]",gaussian,1772,logistic,0.0,"('trivial', 0.5)",5,3.235781770698924
0.001,[20],uniform,1,tanh,0.001,"('trivial', 0.9)",8,3.2369735019201835
0.001,"[150, 150]",gaussian,1772,logistic,0.0001,"('nesterov', 0.9)",5,3.2375404979283835
0.0001,[20],gaussian,2,relu,0.1,"('trivial', 0.9)",8,3.2379948824216074
0.001,"[100, 100]",gaussian,512,softplus,0.0,"('nesterov', 0.5)",5,3.2388850994339338
0.01,[20],uniform,2,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.2397273866836898
0.001,"[100, 100]",uniform,1,softplus,0.0,"('trivial', 0.5)",8,3.2397592412486675
0.0005,"[100, 100]",gaussian,124,softplus,0.0001,"('trivial', 0.0)",5,3.239768577108028
0.005,"[150, 150]",gaussian,1772,logistic,0.0,"('nesterov', 0.5)",5,3.239813104326725
0.001,"[150, 150]",gaussian,4,softplus,0.0,"('nesterov', 0.9)",5,3.239860405262992
0.0001,[20],gaussian,8,logistic,0.01,"('trivial', 0.0)",8,3.240174897728168
0.01,"[20, 20]",gaussian,4,softplus,0.0,"('trivial', 0.0)",8,3.2402192705517256
0.0001,"[20, 20]",uniform,1,softplus,0.1,"('nesterov', 0.5)",8,3.241760727189136
0.0001,[20],gaussian,2,relu,0.1,"('nesterov', 0.9)",8,3.242064685674902
0.01,[20],gaussian,4,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.2428166932482068
0.0001,"[100, 100]",gaussian,124,relu,0.0,"('trivial', 0.0)",8,3.2429263076781027
0.001,[20],uniform,2,relu,0.01,"('nesterov', 0.5)",8,3.243223303912488
0.001,[20],gaussian,1,relu,0.01,"('trivial', 0.5)",8,3.2435494305529
0.0001,"[20, 20]",gaussian,8,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.2435839536092583
0.0001,"[20, 20]",uniform,2,softplus,0.1,"('trivial', 0.0)",8,3.244310020486574
0.0005,"[100, 100]",gaussian,124,softplus,0.0,"('trivial', 0.0)",5,3.245161832705973
0.0001,"[20, 20]",uniform,4,softplus,0.1,"('trivial', 0.0)",8,3.2454734684059643
0.0001,"[20, 20]",gaussian,4,softplus,0.1,"('nesterov', 0.5)",8,3.245972520497445
0.001,"[100, 100]",uniform,1,softplus,0.001,"('trivial', 0.5)",8,3.24610068495502
0.0001,"[20, 20]",gaussian,4,softplus,0.1,"('trivial', 0.0)",8,3.2464049587684563
0.001,"[100, 100]",gaussian,1772,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",5,3.2464689975678933
0.005,"[150, 150]",gaussian,1772,logistic,0.0001,"('trivial', 0.5)",5,3.2465073159201263
0.0001,"[20, 20]",uniform,4,softplus,0.1,"('trivial', 0.5)",8,3.2474184025018524
0.001,"[100, 100]",gaussian,512,softplus,0.0,"('trivial', 0.5)",5,3.2491979522244905
0.0001,[20],uniform,2,relu,0.1,"('trivial', 0.9)",8,3.249726075393018
0.001,[20],uniform,4,relu,0.001,"('trivial', 0.9)",8,3.250031591977668
0.0001,"[20, 20]",uniform,4,softplus,0.1,"('nesterov', 0.9)",8,3.2507574702849436
0.001,"[150, 150]",gaussian,8,softplus,0.0,"('nesterov', 0.9)",5,3.251298166434819
0.0001,"[20, 20]",gaussian,8,softplus,0.1,"('nesterov', 0.5)",8,3.2513467619208485
0.0001,"[20, 20]",uniform,2,softplus,0.1,"('trivial', 0.5)",8,3.251367040521815
0.0001,"[20, 20]",uniform,8,softplus,0.1,"('nesterov', 0.5)",8,3.2519316259257254
0.0001,[20],gaussian,8,softplus,0.01,"('adam', 0.9, 0.999, 1e-08)",8,3.252434479688835
0.001,"[100, 100]",gaussian,1772,softplus,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,3.25244822358587
0.0001,[100],uniform,8,softplus,0.01,"('trivial', 0.0)",8,3.252802133123629
0.0001,"[20, 20]",uniform,8,softplus,0.1,"('trivial', 0.0)",8,3.253202079498596
0.0001,"[20, 20]",gaussian,2,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.253827794705873
0.0001,[100],gaussian,8,tanh,0.1,"('trivial', 0.0)",8,3.2542046156143485
0.0001,"[20, 20]",uniform,8,softplus,0.1,"('trivial', 0.9)",8,3.2549019776820804
0.001,"[100, 100]",gaussian,1,softplus,0.001,"('trivial', 0.5)",8,3.2552204747935223
0.0001,"[20, 20]",gaussian,1,softplus,0.1,"('trivial', 0.0)",8,3.2568061311025085
0.001,"[20, 20]",gaussian,4,relu,0.01,"('nesterov', 0.9)",8,3.259351267005928
0.01,"[20, 20]",gaussian,8,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.2600462099536633
0.001,"[200, 200]",gaussian,1772,logistic,0.0,"('trivial', 0.9)",5,3.2618570675837617
0.001,[20],gaussian,2,logistic,0.0,"('nesterov', 0.5)",8,3.263038710335439
0.001,[20],uniform,2,tanh,0.1,"('nesterov', 0.5)",8,3.2631763771792763
0.0001,"[20, 20]",gaussian,2,softplus,0.1,"('trivial', 0.0)",8,3.2642819962232665
0.0001,"[20, 20]",gaussian,4,softplus,0.1,"('trivial', 0.9)",8,3.26476677516264
0.01,[20],gaussian,32,softplus,0.0,"('trivial', 0.5)",8,3.264817319774565
0.0001,"[20, 20]",gaussian,8,softplus,0.1,"('trivial', 0.5)",8,3.2658215185432056
0.001,"[20, 20]",uniform,8,relu,0.0,"('trivial', 0.9)",8,3.266327431822765
0.0001,"[20, 20]",uniform,8,softplus,0.1,"('trivial', 0.5)",8,3.2668411900630296
0.001,"[100, 100]",gaussian,512,softplus,0.0001,"('trivial', 0.5)",5,3.2675013695099464
0.0001,"[20, 20]",gaussian,1,softplus,0.1,"('nesterov', 0.5)",8,3.268855928176545
0.001,"[20, 20]",uniform,1,logistic,0.01,"('nesterov', 0.9)",8,3.2692796982772405
0.0001,"[20, 20]",gaussian,1,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.270382453068931
0.0001,[100],uniform,8,tanh,0.1,"('trivial', 0.0)",8,3.270583616765492
0.0001,[100],gaussian,8,softplus,0.01,"('trivial', 0.0)",8,3.271579725953353
0.0001,"[20, 20]",uniform,4,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.272361267743172
0.001,"[200, 200]",gaussian,1772,logistic,0.0001,"('trivial', 0.9)",5,3.272969023416168
0.01,[100],gaussian,4,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.2738698689212464
0.001,[20],gaussian,1,relu,0.01,"('trivial', 0.5)",8,3.2749100063856984
0.0001,"[20, 20]",uniform,2,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.2765050566448424
0.0001,"[20, 20]",gaussian,4,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.2777303195381853
0.001,"[200, 200]",gaussian,8,softplus,0.0,"('trivial', 0.9)",5,3.2781274226217434
0.01,[100],gaussian,4,softplus,0.0,"('trivial', 0.0)",8,3.2790646035217565
0.01,[100],gaussian,2,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.2791402714311464
0.0001,"[20, 20]",gaussian,8,softplus,0.1,"('trivial', 0.0)",8,3.2799653413718484
0.0005,"[200, 200]",gaussian,1,softplus,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,3.2809548776088304
0.001,[20],gaussian,2,relu,0.01,"('nesterov', 0.5)",8,3.281863260989516
0.01,[20],gaussian,2,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.281903743605805
0.01,[20],gaussian,2,tanh,0.0,"('nesterov', 0.5)",8,3.2830084210535686
0.0001,"[20, 20]",gaussian,1,softplus,0.1,"('trivial', 0.5)",8,3.2846293661888497
0.001,"[200, 200]",gaussian,1772,logistic,0.0,"('nesterov', 0.9)",5,3.2846464489946663
0.01,[100],gaussian,4,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.2859892635683794
0.001,"[100, 100]",uniform,8,softplus,0.0,"('trivial', 0.9)",8,3.2870575181822748
0.001,[100],gaussian,124,softplus,0.001,"('trivial', 0.0)",8,3.287478330994784
0.001,[20],gaussian,124,softplus,0.001,"('trivial', 0.0)",8,3.28761160399378
0.0001,[100],gaussian,8,logistic,0.01,"('trivial', 0.5)",8,3.288766406449516
0.001,[20],uniform,1,softplus,0.001,"('trivial', 0.5)",8,3.28900924278058
0.0001,"[20, 20]",uniform,1,softplus,0.1,"('trivial', 0.5)",8,3.2923966380400307
0.001,"[100, 100]",uniform,2,softplus,0.001,"('trivial', 0.9)",8,3.2932695397541787
0.001,"[100, 100]",gaussian,1,softplus,0.0,"('nesterov', 0.5)",8,3.2934833820212
0.0001,"[20, 20]",uniform,8,softplus,0.1,"('nesterov', 0.9)",8,3.2955985377103603
0.001,"[150, 150]",gaussian,512,softplus,0.0,"('nesterov', 0.5)",5,3.295819055722889
0.001,[100],uniform,124,softplus,0.0,"('trivial', 0.0)",8,3.2958910097035607
0.005,"[200, 200]",gaussian,1772,logistic,0.0,"('nesterov', 0.5)",5,3.296584177517053
0.005,"[200, 200]",gaussian,1772,logistic,0.0,"('trivial', 0.5)",5,3.2969597808388365
0.001,"[100, 100]",uniform,4,softplus,0.0,"('trivial', 0.9)",8,3.29728934825316
0.001,"[100, 100]",gaussian,4,softplus,0.0,"('nesterov', 0.9)",5,3.298684958515924
0.0001,"[20, 20]",uniform,8,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.3000467281426467
0.001,"[20, 20]",gaussian,2,softplus,0.0,"('nesterov', 0.9)",8,3.300097015950756
0.001,[20],gaussian,4,tanh,0.1,"('trivial', 0.5)",8,3.3003887074316625
0.005,"[200, 200]",gaussian,1772,logistic,0.0001,"('trivial', 0.5)",5,3.3028389669537503
0.01,[20],uniform,2,tanh,0.0,"('trivial', 0.5)",8,3.3031894206798236
0.001,[20],gaussian,2,relu,0.0,"('nesterov', 0.5)",8,3.303216619604565
0.01,[100],gaussian,8,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.3042271468452586
0.0001,[20],uniform,8,softplus,0.01,"('adam', 0.9, 0.999, 1e-08)",8,3.304889112196572
0.0005,"[200, 200]",gaussian,512,tanh,0.0,"('trivial', 0.0)",5,3.3050909741403545
0.0005,"[200, 200]",gaussian,512,tanh,0.0001,"('trivial', 0.0)",5,3.309017494157866
0.001,"[200, 200]",gaussian,1772,logistic,0.0001,"('nesterov', 0.9)",5,3.3090754044169013
0.0005,"[150, 150]",gaussian,1,softplus,0.0,"('nesterov', 0.5)",5,3.311644955878266
0.0001,[100],uniform,8,logistic,0.01,"('trivial', 0.5)",8,3.3146263436027303
0.0005,"[150, 150]",gaussian,124,softplus,0.0001,"('trivial', 0.0)",5,3.3151097657649915
0.001,[100],gaussian,124,softplus,0.0,"('trivial', 0.0)",8,3.3151911429889
0.001,"[150, 150]",gaussian,8,softplus,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,3.315647523698582
0.001,[100],gaussian,4,relu,0.001,"('trivial', 0.9)",8,3.3159643507829584
0.005,"[200, 200]",gaussian,1772,logistic,0.0001,"('nesterov', 0.5)",5,3.3162183717443434
0.001,[20],gaussian,124,softplus,0.0,"('trivial', 0.0)",8,3.3168863440832945
0.0001,[100],uniform,4,logistic,0.01,"('trivial', 0.0)",8,3.317540436439636
0.001,[100],uniform,124,softplus,0.001,"('trivial', 0.0)",8,3.3178524866869887
0.0001,"[100, 100]",uniform,124,relu,0.0,"('trivial', 0.0)",8,3.32022557917824
0.01,[100],uniform,2,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.3209409917424813
0.001,[20],gaussian,124,logistic,0.001,"('trivial', 0.0)",8,3.321389814230116
0.001,"[150, 150]",gaussian,512,softplus,0.0001,"('trivial', 0.5)",5,3.322936604825378
0.0001,[100],uniform,8,logistic,0.01,"('nesterov', 0.5)",8,3.32393900895206
0.001,"[150, 150]",gaussian,512,softplus,0.0,"('trivial', 0.5)",5,3.3240422816875275
0.0001,[100],gaussian,8,logistic,0.01,"('nesterov', 0.5)",8,3.3241838296417487
0.001,[20],gaussian,1,tanh,0.1,"('trivial', 0.5)",8,3.326488927832705
0.0005,"[150, 150]",gaussian,1,softplus,0.0,"('trivial', 0.9)",5,3.3277121648153485
0.001,[100],gaussian,124,softplus,0.01,"('trivial', 0.0)",8,3.3300592679449554
0.001,"[150, 150]",gaussian,512,softplus,0.0001,"('nesterov', 0.5)",5,3.3342309509121613
0.0005,"[150, 150]",gaussian,124,softplus,0.0,"('trivial', 0.0)",5,3.338641734742088
0.001,[20],uniform,4,tanh,0.1,"('nesterov', 0.5)",8,3.339598553763112
0.01,"[20, 20]",gaussian,4,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.3418109601463435
0.001,"[100, 100]",uniform,1,softplus,0.0,"('nesterov', 0.5)",8,3.3428572139372283
0.0001,[100],gaussian,4,logistic,0.01,"('trivial', 0.0)",8,3.344719338585049
0.0001,"[100, 100]",uniform,32,softplus,0.0,"('trivial', 0.0)",8,3.3455303793027937
0.001,[20],gaussian,2,logistic,0.01,"('nesterov', 0.5)",8,3.345640368557804
0.01,[20],gaussian,4,softplus,0.0,"('trivial', 0.0)",8,3.3461883358942126
0.001,[100],uniform,124,softplus,0.01,"('trivial', 0.0)",8,3.34774495833742
0.0001,[20],uniform,4,softplus,0.01,"('adam', 0.9, 0.999, 1e-08)",8,3.3479421030710776
0.001,[20],uniform,124,logistic,0.0,"('trivial', 0.0)",8,3.3502625073749
0.001,[100],uniform,1,softplus,0.01,"('trivial', 0.5)",8,3.3512344715127065
0.001,"[200, 200]",gaussian,512,softplus,0.0,"('nesterov', 0.5)",5,3.351618763540852
0.001,[100],gaussian,1,relu,0.01,"('trivial', 0.5)",8,3.3516265916405032
0.001,[20],uniform,124,logistic,0.001,"('trivial', 0.0)",8,3.3542201364553947
0.0001,"[100, 100]",gaussian,32,softplus,0.0,"('trivial', 0.0)",8,3.355317228046624
0.0001,"[20, 20]",gaussian,8,softplus,0.1,"('trivial', 0.9)",8,3.3556835869430937
0.001,"[100, 100]",gaussian,2,softplus,0.001,"('trivial', 0.9)",8,3.357182951893916
0.01,[20],uniform,2,logistic,0.0,"('nesterov', 0.9)",8,3.3583716470885308
0.001,"[20, 20]",gaussian,1,logistic,0.01,"('nesterov', 0.9)",8,3.3594607362511653
0.001,"[20, 20]",uniform,1,softplus,0.0,"('trivial', 0.5)",8,3.35966097349272
0.0005,"[200, 200]",gaussian,124,softplus,0.0001,"('trivial', 0.0)",5,3.3630340905299527
0.01,[20],uniform,4,softplus,0.0,"('trivial', 0.0)",8,3.3635436120321858
0.0005,"[100, 100]",gaussian,124,logistic,0.0,"('trivial', 0.0)",5,3.363861916905802
0.001,"[100, 100]",gaussian,512,logistic,0.0001,"('trivial', 0.5)",5,3.3674189250286983
0.001,"[100, 100]",gaussian,512,logistic,0.0,"('trivial', 0.5)",5,3.3676780798197443
0.01,[20],uniform,8,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.367937536563016
0.01,[100],gaussian,2,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.3705878987093367
0.01,"[20, 20]",gaussian,8,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.3708871022304847
0.001,"[20, 20]",gaussian,1,relu,0.01,"('nesterov', 0.5)",8,3.3712234196636546
0.001,[20],uniform,1,relu,0.01,"('trivial', 0.0)",8,3.3713191574681245
0.001,[20],uniform,2,logistic,0.01,"('nesterov', 0.5)",8,3.3714218342317315
0.001,"[100, 100]",gaussian,512,logistic,0.0001,"('nesterov', 0.5)",5,3.3723919315406485
0.01,[100],gaussian,4,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.3745229607531195
0.001,[20],gaussian,2,relu,0.1,"('trivial', 0.0)",8,3.3779284328232206
0.0005,"[200, 200]",gaussian,124,softplus,0.0,"('trivial', 0.0)",5,3.378442418244263
0.005,"[100, 100]",gaussian,1772,softplus,0.0,"('trivial', 0.0)",5,3.3785716771237646
0.001,"[200, 200]",gaussian,512,softplus,0.0001,"('nesterov', 0.5)",5,3.379370042773496
0.01,[20],gaussian,1,tanh,0.0,"('trivial', 0.0)",8,3.3809755175854437
0.001,[100],gaussian,1,softplus,0.01,"('trivial', 0.5)",8,3.382720098085413
0.0005,"[100, 100]",gaussian,1772,softplus,0.0,"('trivial', 0.9)",5,3.3831854974279287
0.0001,"[20, 20]",uniform,1,tanh,0.1,"('nesterov', 0.9)",8,3.383760891057236
0.01,[20],uniform,8,tanh,0.0,"('nesterov', 0.9)",8,3.3850484375216965
0.001,"[100, 100]",gaussian,1772,tanh,0.0,"('trivial', 0.0)",5,3.3850775327395852
0.001,[20],uniform,1,tanh,0.1,"('nesterov', 0.5)",8,3.3885932522248665
0.001,"[100, 100]",gaussian,512,logistic,0.0,"('nesterov', 0.5)",5,3.3887106139953147
0.001,"[20, 20]",gaussian,1,softplus,0.0,"('nesterov', 0.5)",8,3.388784315521968
0.001,"[20, 20]",uniform,4,relu,0.01,"('trivial', 0.9)",8,3.3892790444564485
0.001,[20],gaussian,1,tanh,0.1,"('nesterov', 0.5)",8,3.3893761918125334
0.01,"[100, 100]",uniform,8,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.389388624118871
0.001,[20],gaussian,4,tanh,0.1,"('nesterov', 0.5)",8,3.3894762247159664
0.0005,"[100, 100]",gaussian,1772,softplus,0.0,"('nesterov', 0.9)",5,3.3896244142289063
0.001,"[200, 200]",gaussian,512,softplus,0.0,"('trivial', 0.5)",5,3.389783277340068
0.0005,"[100, 100]",gaussian,1772,softplus,0.0001,"('trivial', 0.9)",5,3.389919297167892
0.001,[20],gaussian,124,softplus,0.01,"('trivial', 0.0)",8,3.3923445044739133
0.0005,"[100, 100]",gaussian,1772,softplus,0.0001,"('nesterov', 0.9)",5,3.392508453593323
0.0005,"[100, 100]",gaussian,124,logistic,0.0001,"('trivial', 0.0)",5,3.3952259377121288
0.001,[20],gaussian,124,logistic,0.0,"('trivial', 0.0)",8,3.3976426169421337
0.005,"[100, 100]",gaussian,1772,softplus,0.0001,"('trivial', 0.0)",5,3.399517447685818
0.0005,"[100, 100]",gaussian,1772,tanh,0.0,"('trivial', 0.5)",5,3.400227592887365
0.001,"[20, 20]",gaussian,4,softplus,0.0,"('nesterov', 0.9)",8,3.401486516444686
0.001,"[200, 200]",gaussian,512,softplus,0.0001,"('trivial', 0.5)",5,3.4033386277709754
0.001,[20],gaussian,8,tanh,0.1,"('nesterov', 0.5)",8,3.404293103268748
0.001,[100],uniform,4,relu,0.0,"('trivial', 0.9)",8,3.405285643323336
0.001,"[100, 100]",gaussian,1772,tanh,0.0001,"('trivial', 0.0)",5,3.4063313836782165
0.001,[100],gaussian,4,softplus,0.01,"('trivial', 0.9)",8,3.4073464894633663
0.0005,"[100, 100]",gaussian,1772,tanh,0.0001,"('nesterov', 0.5)",5,3.409014525224701
0.001,[100],uniform,4,softplus,0.0,"('trivial', 0.9)",8,3.409200150707368
0.01,"[20, 20]",uniform,8,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.409308824588144
0.0005,"[100, 100]",gaussian,1772,tanh,0.0,"('nesterov', 0.5)",5,3.41312942732997
0.001,[20],uniform,1,tanh,0.0,"('trivial', 0.9)",8,3.4144082188228886
0.0001,"[20, 20]",gaussian,1,tanh,0.1,"('nesterov', 0.9)",8,3.4172050048298197
0.001,[100],uniform,4,softplus,0.01,"('trivial', 0.9)",8,3.4183829336258738
0.005,"[200, 200]",gaussian,8,softplus,0.0,"('trivial', 0.9)",5,3.4198983598527763
0.0005,"[150, 150]",gaussian,1772,softplus,0.0,"('trivial', 0.9)",5,3.4211892650345126
0.01,[20],gaussian,1,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.42323709076375
0.0005,"[100, 100]",gaussian,1772,tanh,0.0001,"('trivial', 0.5)",5,3.423409107239868
0.001,[100],uniform,4,relu,0.001,"('trivial', 0.9)",8,3.4283079161570256
0.001,[20],uniform,1,relu,0.01,"('trivial', 0.5)",8,3.4299314028360133
0.01,"[20, 20]",gaussian,2,logistic,0.0,"('trivial', 0.9)",8,3.432442662503322
0.001,[100],uniform,1,relu,0.01,"('trivial', 0.0)",8,3.432784328479775
0.001,"[20, 20]",uniform,2,softplus,0.001,"('nesterov', 0.9)",8,3.4354349943840967
0.01,"[20, 20]",uniform,2,logistic,0.0,"('trivial', 0.9)",8,3.438705704792347
0.001,"[150, 150]",gaussian,512,logistic,0.0,"('nesterov', 0.5)",5,3.4417998725451158
0.01,"[100, 100]",uniform,2,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.445404232225376
0.005,"[100, 100]",gaussian,4,softplus,0.0,"('trivial', 0.5)",5,3.445469722559713
0.001,[20],uniform,124,logistic,0.01,"('trivial', 0.0)",8,3.448084433482326
0.0001,[100],uniform,4,softplus,0.1,"('trivial', 0.5)",8,3.4484779904560665
0.01,[20],gaussian,2,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.4504265819395066
0.0005,"[150, 150]",gaussian,124,logistic,0.0001,"('trivial', 0.0)",5,3.451822826354983
0.001,"[100, 100]",gaussian,4,softplus,0.0,"('nesterov', 0.9)",8,3.452324984840094
0.0001,[100],uniform,4,softplus,0.1,"('nesterov', 0.5)",8,3.45251909185975
0.0001,[100],gaussian,4,softplus,0.1,"('trivial', 0.0)",8,3.452568621856411
0.0005,"[150, 150]",gaussian,124,logistic,0.0,"('trivial', 0.0)",5,3.4545517716252148
0.0001,[100],uniform,8,softplus,0.1,"('nesterov', 0.5)",8,3.4552308526932882
0.001,[100],gaussian,124,logistic,0.0,"('nesterov', 0.5)",8,3.4565617652810223
0.0001,[100],gaussian,8,softplus,0.1,"('nesterov', 0.5)",8,3.4566440590475267
0.0001,[100],gaussian,4,softplus,0.1,"('nesterov', 0.5)",8,3.4567098983068583
0.0005,"[150, 150]",gaussian,1772,softplus,0.0001,"('trivial', 0.9)",5,3.4578132522749168
0.0001,[100],gaussian,8,softplus,0.1,"('trivial', 0.5)",8,3.4578422847389536
0.0001,[100],uniform,8,softplus,0.1,"('trivial', 0.5)",8,3.461266165917092
0.0001,[100],gaussian,2,softplus,0.1,"('trivial', 0.0)",8,3.4613709294538597
0.01,[20],gaussian,2,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.461390230229973
0.01,[100],gaussian,32,tanh,0.0,"('nesterov', 0.9)",8,3.4634769896661286
0.001,[100],uniform,124,logistic,0.0,"('nesterov', 0.5)",8,3.4641241269318437
0.0001,[100],gaussian,4,softplus,0.1,"('trivial', 0.5)",8,3.4648232160083365
0.001,"[100, 100]",gaussian,2,softplus,0.0,"('trivial', 0.5)",8,3.4651126272230925
0.001,"[100, 100]",uniform,4,softplus,0.001,"('nesterov', 0.9)",8,3.465130887564212
0.001,[20],uniform,4,relu,0.0,"('nesterov', 0.5)",8,3.465139715787614
0.0001,[100],gaussian,1,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.4653985317978893
0.0001,[100],uniform,2,softplus,0.1,"('trivial', 0.0)",8,3.465512174147178
0.001,[100],gaussian,124,logistic,0.0,"('trivial', 0.5)",8,3.468710780359254
0.0001,[100],uniform,4,softplus,0.1,"('trivial', 0.0)",8,3.468905060095364
0.0001,[100],gaussian,2,softplus,0.1,"('nesterov', 0.5)",8,3.4712648613399137
0.001,[100],gaussian,124,logistic,0.001,"('nesterov', 0.5)",8,3.471330927169498
0.001,"[150, 150]",gaussian,512,logistic,0.0,"('trivial', 0.5)",5,3.471613620261002
0.0001,[100],uniform,2,softplus,0.1,"('nesterov', 0.5)",8,3.4719843990258448
0.001,"[150, 150]",gaussian,512,logistic,0.0001,"('trivial', 0.5)",5,3.472803080003551
0.01,[100],gaussian,124,tanh,0.0,"('trivial', 0.9)",8,3.4737999140582683
0.0001,[100],uniform,2,softplus,0.1,"('trivial', 0.5)",8,3.474122508952143
0.0001,[100],gaussian,2,softplus,0.1,"('trivial', 0.5)",8,3.474419855224117
0.001,"[150, 150]",gaussian,512,logistic,0.0001,"('nesterov', 0.5)",5,3.474537619606445
0.0001,[100],gaussian,1,softplus,0.1,"('trivial', 0.0)",8,3.474802852774776
0.001,[20],uniform,8,tanh,0.1,"('nesterov', 0.5)",8,3.475287642572968
0.0005,"[200, 200]",gaussian,1772,softplus,0.0,"('trivial', 0.9)",5,3.4753055981941285
0.0005,"[150, 150]",gaussian,1772,softplus,0.0001,"('nesterov', 0.9)",5,3.4759805872903917
0.01,[20],gaussian,8,softplus,0.0,"('nesterov', 0.5)",8,3.476290596361882
0.0001,[100],uniform,1,softplus,0.1,"('trivial', 0.0)",8,3.4765310060330337
0.0001,[100],uniform,1,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.4767442618016564
0.0001,[100],uniform,8,softplus,0.1,"('nesterov', 0.9)",8,3.4782011053685498
0.01,[100],uniform,4,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,3.4792520007789163
0.001,[100],uniform,124,logistic,0.001,"('trivial', 0.5)",8,3.479842946751748
0.001,[100],gaussian,124,logistic,0.001,"('trivial', 0.5)",8,3.480126669161636
0.0001,[100],gaussian,8,softplus,0.1,"('nesterov', 0.9)",8,3.4813104911548223
0.01,[20],gaussian,8,softplus,0.0,"('trivial', 0.0)",8,3.4829077908667934
0.0001,[100],gaussian,4,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.4829918168589904
0.0001,[100],uniform,8,softplus,0.1,"('trivial', 0.9)",8,3.4831066931782018
0.001,[20],gaussian,124,logistic,0.01,"('trivial', 0.0)",8,3.4831317937331985
0.0001,[100],gaussian,4,softplus,0.1,"('trivial', 0.9)",8,3.484063845964698
0.0001,[100],uniform,4,softplus,0.1,"('trivial', 0.9)",8,3.4840648154387117
0.0001,[100],gaussian,2,softplus,0.1,"('adam', 0.9, 0.999, 1e-08)",8,3.4842575501514266
